title,price,image,celebrity
sukhneet wadhwa gujral IN FLEURINE,60000.0,https://ridhimehra.com/cdn/shop/products/1_6615a23b-28a5-4c37-b1d8-d43e617c0dd4.jpg?v=1638968198&width=1080,sukhneet wadhwa
mrunal thakur IN ALIA,83400.0,https://ridhimehra.com/cdn/shop/products/1_a7ffb54d-b71c-4d9a-b081-cfd774e7b0e9.jpg?v=1740052466&width=1080,mrunal thakur
chitrangada IN KAIRI,60200.0,https://ridhimehra.com/cdn/shop/products/2_6d51e2a8-fa2b-4895-9381-61d8e6947c95.jpg?v=1740052467&width=1080,chitrangada IN
MIRA KAPOOR IN FRIYA,55900.0,https://ridhimehra.com/cdn/shop/products/1_cd45efb6-7598-4ec5-8ec0-9289ebe79aa8.jpg?v=1636456903&width=1080,MIRA KAPOOR
ESHA GUPTA IN  KAIRI,60200.0,https://ridhimehra.com/cdn/shop/products/3_b5de1df4-2769-4f45-939f-0bdf2205c5ab.jpg?v=1740052470&width=1080,ESHA GUPTA
SOPHIE CHOUDHRY IN FLANN,81300.0,https://ridhimehra.com/cdn/shop/products/13_a6f397cc-455f-479b-b7dc-bef0398ea162.png?v=1740052471&width=1080,SOPHIE CHOUDHRY
SOPHIE CHOUDHRY IN POLLY,15700.0,https://ridhimehra.com/cdn/shop/products/17_ef896fd3-0ff7-4d4e-ab1c-0737822dbdda.png?v=1634825345&width=1080,SOPHIE CHOUDHRY
SOPHIE CHOUDHRY IN VERA,,https://ridhimehra.com/cdn/shop/products/2_b0a1c6f6-5286-4990-84d3-0e6bb9a1b61c.png?v=1634825204&width=1080,SOPHIE CHOUDHRY
SHANAYA KAPOOR SHERITA,83400.0,https://ridhimehra.com/cdn/shop/products/1_2c37fe5a-711b-4c0e-8ad1-777fceb213aa.png?v=1634825060&width=1080,SHANAYA KAPOOR
KAREENA KAPOOR  KHAN  IN MEHRY,156900.0,https://ridhimehra.com/cdn/shop/products/2_70c2eac7-4211-4a03-a4c2-d5d02efdfc79.png?v=1629813728&width=1080,KAREENA KAPOOR
Chitrangada Singh in RUMAISA,63500.0,https://ridhimehra.com/cdn/shop/products/Chitrangda_04.png?v=1740052491&width=1080,Chitrangada Singh
Alisha Pekha in Cajsa,83400.0,https://ridhimehra.com/cdn/shop/files/image00005.jpg?v=1755858509&width=1080,Alisha Pekha
Athiya Shetty in Razieh,83400.0,https://ridhimehra.com/cdn/shop/products/2_858b8f41-af5a-467c-9719-fcc5dce17ac8.png?v=1740052494&width=1080,Athiya Shetty
PRERNA MEHRA in Hazel,95200.0,https://ridhimehra.com/cdn/shop/products/23_4726e52c-5c6c-4c24-88b9-eb585816590e.png?v=1740053658&width=1080,PRERNA MEHRA
Prerna Mehra In Shahnaz,79200.0,https://ridhimehra.com/cdn/shop/products/RM-Pearl_Drop_Blouse_with_Chiffon_and_Organza_Ruffled_saree.png?v=1740052495&width=1080,Prerna Mehra
MADHURI DIXIT IN MARTHA,72700.0,https://ridhimehra.com/cdn/shop/products/Madhuri-Dixit.png?v=1611904442&width=1080,MADHURI DIXIT
Alaya in Ula,99300.0,https://ridhimehra.com/cdn/shop/products/4_4108798e-42a7-40fc-bbfc-cd89132183d1.png?v=1740052503&width=1080,Alaya in
Esha Gupta in Gulab,69600.0,https://ridhimehra.com/cdn/shop/products/1_6d3212bb-ead4-44b3-9060-7223d1cb2fbe.png?v=1740052508&width=1080,Esha Gupta
Bhumi Pednekar in JAHEEM,62200.0,https://ridhimehra.com/cdn/shop/products/39_Bhumi-Pednekar_01.png?v=1605686674&width=1080,Bhumi Pednekar
ALISHA PEKHA IN IRIS,69600.0,https://ridhimehra.com/cdn/shop/products/38_Ally06_5.png?v=1740052512&width=1080,ALISHA PEKHA
Diana Penty IN AFRA with Belt,95100.0,https://ridhimehra.com/cdn/shop/products/37_DianaPentyDiwali_3.png?v=1740052514&width=1080,Diana Penty
AlISHA PEKHA IN EMMA,79200.0,https://ridhimehra.com/cdn/shop/products/2_3.png?v=1740052515&width=1080,AlISHA PEKHA
TINA IN LINA,62200.0,https://ridhimehra.com/cdn/shop/products/11_02dd9bd5-e8cd-4dc6-9349-4898841c2d1b.png?v=1604654928&width=1080,TINA IN
SUMMIYYA IN CHLOE,78000.0,https://ridhimehra.com/cdn/shop/products/3_1_73a93590-3294-4e69-ac58-8fa120ac899f.png?v=1740052517&width=1080,SUMMIYYA IN
SUMMIYYA IN ULA,99300.0,https://ridhimehra.com/cdn/shop/products/3_723d1987-fe8d-47df-ad59-662071b330ea.png?v=1740052519&width=1080,SUMMIYYA IN
JUHI GODAMBE IN JAHEEM,62200.0,https://ridhimehra.com/cdn/shop/products/1_1.png?v=1604571127&width=1080,JUHI GODAMBE
SUMMIYYA IN MARTHA,72700.0,https://ridhimehra.com/cdn/shop/products/36_1.png?v=1604487398&width=1080,SUMMIYYA IN
Aditi Rao Hydari in Dilnaz,55900.0,https://ridhimehra.com/cdn/shop/products/rm_edcdd503-de2b-4208-b41c-2a2f4b68a647.png?v=1604144109&width=1080,Aditi Rao
Tina in Sofia,,https://ridhimehra.com/cdn/shop/files/Layer_23.jpg?v=1738240442&width=1080,Tina in
Mrunal Thakur in Ula,99300.0,https://ridhimehra.com/cdn/shop/products/RMM-2.png?v=1740052529&width=1080,Mrunal Thakur
Summiyya in Faeezah,69600.0,https://ridhimehra.com/cdn/shop/products/01_8e4ce8e1-7fd3-4ad4-ade0-ca3e521c7311.png?v=1592550027&width=1080,Summiyya in
Diana Penty in Morvarid,262800.0,https://ridhimehra.com/cdn/shop/products/06_0_fe33cd46-5feb-4d62-954a-5e2afee790ea.png?v=1585733744&width=1080,Diana Penty
Shilpa Shetty in Hayat,66400.0,https://ridhimehra.com/cdn/shop/products/03_f9fd8ff3-cb48-463b-84bc-4631eed84d8d.png?v=1740052544&width=1080,Shilpa Shetty
Mira Kapoor in  Garmex,66400.0,https://ridhimehra.com/cdn/shop/products/02.png?v=1585561429&width=1080,Mira Kapoor
Shilpa Shetty in Daisy,55900.0,https://ridhimehra.com/cdn/shop/products/06.png?v=1585561206&width=1080,Shilpa Shetty
Sobhita Dhulipala in  Asma,88600.0,https://ridhimehra.com/cdn/shop/products/32.png?v=1740052558&width=1080,Sobhita Dhulipala
Tamannaah Bhatia in Morvarid,199700.0,https://ridhimehra.com/cdn/shop/products/07_1_fc6c4e56-b123-42aa-821b-9c5fa95c4dd1.png?v=1582716418&width=1080,Tamannaah Bhatia
Aahana Kumra in Peplonia,104000.0,https://ridhimehra.com/cdn/shop/products/06_3_1acf5712-7b2b-4475-8aa6-d1e9e06bfc20.png?v=1740052559&width=1080,Aahana Kumra
Kriti Sanon in Garmex,66400.0,https://ridhimehra.com/cdn/shop/products/01_3_1.png?v=1582715679&width=1080,Kriti Sanon
Chitrangada Singh in Moon Flower,62200.0,https://ridhimehra.com/cdn/shop/products/02_1_c44250e7-25ca-4df8-beec-2652fa321ad2.png?v=1740052561&width=1080,Chitrangada Singh
Khushi Kapoor in Freesia,95200.0,https://ridhimehra.com/cdn/shop/products/31_1_ba451cba-e4d1-4f8d-9f16-2e28ae2163fc.png?v=1582881671&width=1080,Khushi Kapoor
Madhuri Dixit in Aida,210800.0,https://ridhimehra.com/cdn/shop/products/30_1_edcec6b5-6264-4d3e-a2d7-b5e54a9eb3b6.png?v=1582881606&width=1080,Madhuri Dixit
Huma Qureshi in Raine,209900.0,https://ridhimehra.com/cdn/shop/products/10_1_7eaa77d1-d4ec-4413-9cea-47588af763bd.png?v=1582716576&width=1080,Huma Qureshi
Ileana D'Cruz in Arezoo,200300.0,https://ridhimehra.com/cdn/shop/products/08_1_3fa987a6-880f-4b67-8727-3e1997d09f7b.png?v=1582716503&width=1080,Ileana D'Cruz
Ileana D'Cruz in Freesia,95200.0,https://ridhimehra.com/cdn/shop/products/09_1_128dc671-34b7-458b-beed-73f4ae6720e8.png?v=1582716559&width=1080,Ileana D'Cruz
Taapsee Pannu in Arezu,95200.0,https://ridhimehra.com/cdn/shop/products/18_1_bebc24f1-d08a-4855-83b3-458af706f772.png?v=1582875438&width=1080,Taapsee Pannu
Summiyya of House of Misu in Aster,55900.0,https://ridhimehra.com/cdn/shop/products/19_1_51dd62ee-01b6-4b83-bfe6-18b673c6c453.png?v=1582875536&width=1080,Summiyya of
Anushka Sharma in High Waist Pant with Belt,17800.0,https://ridhimehra.com/cdn/shop/products/20_1_b51a6e78-acd3-4ea1-b42e-b872048257df.png?v=1582875619&width=1080,Anushka Sharma
Dipa Khosla in Emerald Bejwelled Belt,20900.0,https://ridhimehra.com/cdn/shop/products/23_1.png?v=1582881136&width=1080,Dipa Khosla
Chitrangda in Agda,88600.0,https://ridhimehra.com/cdn/shop/products/15_1_d1a07ad3-529c-4109-83ad-7eec75d7317d.png?v=1582875184&width=1080,Chitrangda in
Raine,209900.0,https://ridhimehra.com/cdn/shop/products/Karisma_Cover_1_-1.jpg?v=1544097248&width=1080,Raine  
Aishwarya In Becoming Lehenga Set,354000.0,https://ridhimehra.com/cdn/shop/files/AMN05958.jpg?v=1765878591&width=1080,Aishwarya In
Shravi Jain In Beloved  Lehenga Set,397400.0,https://ridhimehra.com/cdn/shop/files/IMG_7144.jpg?v=1765878844&width=1080,Shravi Jain
Jully Patel In FRONT ROW SHARARA JACKET SET,158100.0,https://ridhimehra.com/cdn/shop/files/Jully-Ushnakhanphotography-105.jpg?v=1766576239&width=1080,Jully Patel
Rashi khanna in Ehsas Saree Set,168800.0,https://ridhimehra.com/cdn/shop/files/2_394d93f3-01f3-41f0-a2ae-d5b4b5cd8c23.jpg?v=1773144661&width=1080,Rashi khanna
